path	score	canonical	h1	meta_desc	words	ctx_block
public/signal-human-validation-layer-20260119-220652.html	5	1	1	1	746	1
public/signal-why-edges-are-small-20260119-220652.html	5	1	1	1	759	1
public/sideguy-mission.html	5	1	1	1	678	1
public/signal-human-context-layer-20260119-220652.html	5	1	1	1	759	1
public/signal-why-public-loves-overs-20260119-220652.html	5	1	1	1	759	1
public/ai-automation-real-estate.html	5	1	1	1	337	1
public/who-do-i-call-about-tech.html	5	1	1	1	794	1
public/sideguy-human-resolution.html	5	1	1	1	682	1
public/signal-why-half-points-matter-20260119-220652.html	5	1	1	1	759	1
public/sideguy-clarity-pyramid.html	5	1	1	1	687	1
public/ai-automation-plumber.html	5	1	1	1	325	1
public/san-diego-operator-help.html	5	1	1	1	685	1
public/signal-why-this-is-like-a-soundcheck-20260119-220652.html	5	1	1	1	762	1
public/transportation-options-san-diego.html	5	1	1	1	679	1
public/ai-automation-dentist.html	5	1	1	1	335	1
public/who-do-i-call-about-sports-betting-math.html	5	1	1	1	795	1
public/signal-why-small-edges-compound-20260119-220652.html	5	1	1	1	751	1
public/auto-index.html	5	1	1	1	682	1
public/signal-why-recreational-money-moves-lines-20260119-220652.html	5	1	1	1	761	1
public/signal-how-books-protect-themselves-20260119-220652.html	5	1	1	1	751	1
public/signal-market-odds-vs-human-logic-20260119-220652.html	5	1	1	1	759	1
public/signal-why-this-is-not-gambling-20260119-220652.html	5	1	1	1	762	1
public/signal-closing-line-value-explained-20260119-220652.html	5	1	1	1	757	1
public/ai-overthinking-reset.html	5	1	1	1	683	1
public/signal-role-based-unders-20260119-220652.html	5	1	1	1	746	1
public/signal-how-to-avoid-parlay-traps-20260119-220652.html	5	1	1	1	762	1
public/sideguy-explains-bets.html	5	1	1	1	687	1
public/signal-human-in-the-loop-model-20260119-220652.html	5	1	1	1	762	1
public/ai-automation-law-firm.html	5	1	1	1	324	1
public/priority-help.html	5	1	1	1	689	1
public/ai-automation-hvac.html	5	1	1	1	315	1
public/signal-market-friction-explained-20260119-220652.html	5	1	1	1	751	1
public/signal-how-to-log-decisions-20260119-220652.html	5	1	1	1	756	1
public/signal-process-over-outcome-20260119-220652.html	5	1	1	1	746	1
public/signal-signal-not-sweat-20260119-220652.html	5	1	1	1	751	1
public/signal-what-oddsjam-is-actually-doing-20260119-220652.html	5	1	1	1	757	1
public/who-do-i-call-when-ai-confuses-me.html	5	1	1	1	793	1
public/signal-why-casual-bettors-chase-20260119-220652.html	5	1	1	1	766	1
public/signal-ev-vs-vibes-20260119-220652.html	5	1	1	1	746	1
public/sideguy-human-in-the-loop.html	5	1	1	1	679	1
public/ai-and-money-decisions.html	5	1	1	1	680	1
public/when-not-to-automate.html	5	1	1	1	686	1
public/signal-how-to-size-bets-correctly-20260119-220652.html	5	1	1	1	761	1
public/signal-market-timing-basics-20260119-220652.html	5	1	1	1	761	1
public/who-do-i-call-about-spreads-and-odds.html	5	1	1	1	793	1
public/signal-how-to-think-like-a-market-20260119-220652.html	5	1	1	1	761	1
public/sideguy-local-context.html	5	1	1	1	689	1
public/signal-how-ai-finds-mispricing-20260119-220652.html	5	1	1	1	756	1
public/signal-why-sideguy-exists-20260119-220652.html	5	1	1	1	761	1
public/when-ai-is-wrong.html	5	1	1	1	683	1
public/san-diego-small-business-tech-help.html	5	1	1	1	690	1
public/ai-automation-salon.html	5	1	1	1	318	1
public/signal-how-to-build-a-betting-system-20260119-220652.html	5	1	1	1	774	1
public/airport-ride-cost-san-diego.html	5	1	1	1	721	1
public/what-is-sideguy.html	5	1	1	1	691	1
public/ai-automation-auto-repair.html	5	1	1	1	341	1
public/compliance-playbooks/first-time-compliance-operator-guide.html	5	1	1	1	706	1
public/compliance-playbooks/maintaining-compliance-without-saas.html	5	1	1	1	704	1
public/compliance-playbooks/compliance-ownership-playbook.html	5	1	1	1	686	1
public/compliance-playbooks/compliance-response-playbook.html	5	1	1	1	691	1
public/templates/decision-template.html	5	1	1	1	681	1
public/templates/support-template.html	5	1	1	1	667	1
public/local-compliance/san-diego-compliance-systems.html	5	1	1	1	670	1
public/local-compliance/san-diego-own-your-compliance.html	5	1	1	1	679	1
public/local-compliance/california-compliance-software-explained.html	5	1	1	1	678	1
public/own-your-compliance/ai-compliance-software-vs-saas.html	5	1	1	1	722	1
public/own-your-compliance/why-own-compliance-instead-of-licensing.html	5	1	1	1	718	1
public/own-your-compliance/compliance-as-code-explained.html	5	1	1	1	727	1
public/own-your-compliance/own-your-gdpr-soc2-hipaa-compliance.html	5	1	1	1	718	1
public/own-your-compliance/build-your-own-compliance-system.html	5	1	1	1	721	1
public/own-your-compliance/compliance-software-pricing-trap.html	5	1	1	1	713	1
public/own-your-compliance/index.html	5	1	1	1	745	1
public/compliance-failures/compliance-software-didnt-save-us.html	5	1	1	1	709	1
public/compliance-failures/what-happens-after-audit-failure.html	5	1	1	1	703	1
public/compliance-failures/why-compliance-efforts-fail.html	5	1	1	1	712	1
public/compliance-failures/common-compliance-mistakes.html	5	1	1	1	699	1
public/compliance-calculators/compliance-software-cost-calculator.html	5	1	1	1	709	1
public/compliance-calculators/compliance-build-vs-buy-calculator.html	5	1	1	1	718	1
public/compliance-calculators/compliance-ownership-break-even.html	5	1	1	1	715	1
public/compliance-by-size/compliance-for-enterprise-teams.html	5	1	1	1	689	1
public/compliance-by-size/compliance-for-50-200-employees.html	5	1	1	1	698	1
public/compliance-by-size/compliance-for-10-50-employees.html	5	1	1	1	696	1
public/compliance-by-size/compliance-for-1-10-employees.html	5	1	1	1	691	1
public/compliance-industries/fintech-compliance-enforcement.html	5	1	1	1	697	1
public/compliance-industries/small-business-compliance-enforcement.html	5	1	1	1	695	1
public/compliance-industries/healthcare-compliance-enforcement.html	5	1	1	1	688	1
public/compliance-industries/saas-compliance-enforcement.html	5	1	1	1	690	1
public/compliance-industries/energy-compliance-enforcement.html	5	1	1	1	697	1
public/auto/hvac-scheduling-software.html	5	1	1	1	2298	1
public/auto/crm-migration-problems-retail-california.html	5	1	1	1	2232	1
public/auto/crm-migration-problems-dental-san-diego.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-construction-california.html	5	1	1	1	2237	1
public/auto/ai-automation-replacing-staff-landscaping-san-diego.html	5	1	1	1	2237	1
public/auto/lead-generation-dropping-salons-san-diego.html	5	1	1	1	2244	1
public/auto/google-ads-stopped-working-construction-north-county.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-electricians-san-diego.html	5	1	1	1	2237	1
public/auto/google-ads-stopped-working-roofing-california.html	5	1	1	1	2237	1
public/auto/who-do-i-call-for-payment-issues.html	5	1	1	1	540	1
public/auto/ai-automation-replacing-staff-roofing-north-county.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-restaurants-california.html	5	1	1	1	2232	1
public/auto/ai-automation-replacing-staff-dental-san-diego.html	5	1	1	1	2244	1
public/auto/google-ads-stopped-working-electricians-san-diego.html	5	1	1	1	2237	1
public/auto/stripe-fees-increasing-construction-california.html	5	1	1	1	2237	1
public/auto/stripe-fees-increasing-salons-california.html	5	1	1	1	2232	1
public/auto/crm-migration-problems-landscaping-san-diego.html	5	1	1	1	2237	1
public/auto/lead-generation-dropping-restaurants-california.html	5	1	1	1	2237	1
public/auto/google-ads-stopped-working-restaurants-california.html	5	1	1	1	2244	1
public/auto/stripe-alternatives-for-small-business.html	5	1	1	1	2298	1
public/auto/google-ads-stopped-working-salons-north-county.html	5	1	1	1	2237	1
public/auto/stripe-fees-increasing-dental-san-diego.html	5	1	1	1	2244	1
public/auto/crm-migration-problems-property-management-california.html	5	1	1	1	2237	1
public/auto/stripe-fees-increasing-contractors-north-county.html	5	1	1	1	2244	1
public/auto/ai-automation-replacing-staff-real-estate-san-diego.html	5	1	1	1	2232	1
public/auto/payment-processing-fees-too-high-property-management-california.html	5	1	1	1	2275	1
public/auto/google-ads-stopped-working-real-estate-san-diego.html	5	1	1	1	2244	1
public/auto/payment-processing-fees-too-high-auto-repair-california.html	5	1	1	1	2275	1
public/auto/crm-migration-problems-roofing-san-diego.html	5	1	1	1	2237	1
public/auto/google-ads-stopped-working-auto-repair-california.html	5	1	1	1	2244	1
public/auto/crm-migration-problems-plumbing-north-county.html	5	1	1	1	2237	1
public/auto/stripe-fees-increasing-hvac-san-diego.html	5	1	1	1	2276	1
public/auto/google-ads-stopped-working-real-estate-north-county.html	5	1	1	1	2244	1
public/auto/google-ads-stopped-working-contractors-california.html	5	1	1	1	2244	1
public/auto/crm-migration-problems-agencies-north-county.html	5	1	1	1	2237	1
public/auto/san-diego-small-business-clarity.html	5	1	1	1	471	1
public/auto/crm-migration-problems-auto-repair-california.html	5	1	1	1	2232	1
public/auto/payment-processing-fees-too-high-electricians-san-diego.html	5	1	1	1	2283	1
public/auto/ai-automation-replacing-staff-property-management-san-diego.html	5	1	1	1	2232	1
public/auto/crm-migration-problems-dental-north-county.html	5	1	1	1	2237	1
public/auto/lead-generation-dropping-real-estate-san-diego.html	5	1	1	1	2237	1
public/auto/google-ads-stopped-working-hvac-san-diego.html	5	1	1	1	2237	1
public/auto/ai-automation-replacing-staff-contractors-san-diego.html	5	1	1	1	2244	1
public/auto/crm-migration-problems-roofing-north-county.html	5	1	1	1	2237	1
public/auto/google-ads-stopped-working-auto-repair-san-diego.html	5	1	1	1	2237	1
public/auto/ai-automation-replacing-staff-auto-repair-north-county.html	5	1	1	1	2232	1
public/auto/ai-automation-replacing-staff-construction-california.html	5	1	1	1	2244	1
public/auto/stripe-fees-increasing-restaurants-california.html	5	1	1	1	2244	1
public/auto/ai-automation-replacing-staff-plumbing-california.html	5	1	1	1	2237	1
public/auto/why-cybersecurity-decisions-are-not-technical.html	5	1	1	1	488	1
public/auto/ai-automation-replacing-staff-electricians-california.html	5	1	1	1	2237	1
public/auto/lead-generation-dropping-salons-california.html	5	1	1	1	2232	1
public/auto/stripe-fees-increasing-auto-repair-california.html	5	1	1	1	2244	1
public/auto/crm-migration-problems-agencies-california.html	5	1	1	1	2232	1
public/auto/stripe-fees-increasing-retail-california.html	5	1	1	1	2244	1
public/auto/crm-migration-problems-salons-san-diego.html	5	1	1	1	2244	1
public/auto/lead-generation-dropping-contractors-north-county.html	5	1	1	1	2232	1
public/auto/stripe-fees-increasing-landscaping-california.html	5	1	1	1	2237	1
public/auto/google-ads-stopped-working-retail-california.html	5	1	1	1	2237	1
public/auto/ai-automation-replacing-staff-real-estate-north-county.html	5	1	1	1	2244	1
public/auto/lead-generation-dropping-contractors-san-diego.html	5	1	1	1	2237	1
public/auto/payment-processing-fees-too-high-hvac-san-diego.html	5	1	1	1	2279	1
public/auto/payment-processing-fees-too-high-electricians-north-county.html	5	1	1	1	2274	1
public/auto/payment-processing-fees-too-high-construction-san-diego.html	5	1	1	1	2277	1
public/auto/google-ads-stopped-working-hvac-north-county.html	5	1	1	1	2232	1
public/auto/lead-generation-dropping-dental-san-diego.html	5	1	1	1	2237	1
public/auto/ai-automation-replacing-staff-retail-san-diego.html	5	1	1	1	2244	1
public/auto/payment-processing-fees-too-high-agencies-north-county.html	5	1	1	1	2280	1
public/auto/payment-processing-fees-too-high-real-estate-san-diego.html	5	1	1	1	2284	1
public/auto/google-ads-stopped-working-real-estate-california.html	5	1	1	1	2244	1
public/auto/ai-automation-replacing-staff-roofing-san-diego.html	5	1	1	1	2237	1
public/auto/san-diego-human-operator-help.html	5	1	1	1	498	1
public/auto/google-ads-stopped-working-construction-california.html	5	1	1	1	2232	1
public/auto/stripe-fees-increasing-restaurants-north-county.html	5	1	1	1	2270	1
public/auto/ai-automation-replacing-staff-electricians-san-diego.html	5	1	1	1	2232	1
public/auto/what-to-do-when-every-vendor-says-urgent.html	5	1	1	1	488	1
public/auto/crm-migration-problems-hvac-san-diego.html	5	1	1	1	2244	1
public/auto/payment-processing-fees-too-high-agencies-san-diego.html	5	1	1	1	2280	1
public/auto/google-ads-stopped-working-property-management-san-diego.html	5	1	1	1	2237	1
public/auto/how-to-spot-overconfident-advice.html	5	1	1	1	493	1
public/auto/payment-processing-fees-too-high-retail-san-diego.html	5	1	1	1	2273	1
public/auto/payment-processing-fees-too-high-landscaping-san-diego.html	5	1	1	1	2286	1
public/auto/stripe-fees-increasing-landscaping-san-diego.html	5	1	1	1	2232	1
public/auto/stripe-fees-increasing-auto-repair-san-diego.html	5	1	1	1	2232	1
public/auto/payment-processing-fees-too-high-contractors-california.html	5	1	1	1	2271	1
public/auto/stripe-fees-increasing-dental-north-county.html	5	1	1	1	2232	1
public/auto/ai-automation-replacing-staff-landscaping-north-county.html	5	1	1	1	2232	1
public/auto/crm-migration-problems-real-estate-california.html	5	1	1	1	2232	1
public/auto/ai-automation-replacing-staff-agencies-california.html	5	1	1	1	2232	1
public/auto/google-ads-stopped-working-agencies-california.html	5	1	1	1	2237	1
public/auto/google-ads-stopped-working-dental-california.html	5	1	1	1	2232	1
public/auto/ai-automation-replacing-staff-salons-california.html	5	1	1	1	2237	1
public/auto/payment-processing-fees-too-high-roofing-california.html	5	1	1	1	2287	1
public/auto/stripe-fees-increasing-agencies-north-county.html	5	1	1	1	2237	1
public/auto/google-ads-stopped-working-auto-repair-north-county.html	5	1	1	1	2232	1
public/auto/stripe-fees-increasing-construction-north-county.html	5	1	1	1	2237	1
public/auto/lead-generation-dropping-real-estate-north-county.html	5	1	1	1	2237	1
public/auto/lead-generation-dropping-plumbing-california.html	5	1	1	1	2237	1
public/auto/payment-processing-fees-too-high-electricians-california.html	5	1	1	1	2273	1
public/auto/lead-generation-dropping-contractors-california.html	5	1	1	1	2244	1
public/auto/how-sideguy-thinks-about-risk.html	5	1	1	1	480	1
public/auto/google-ads-stopped-working-landscaping-california.html	5	1	1	1	2232	1
public/auto/ai-automation-replacing-staff-retail-north-county.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-real-estate-san-diego.html	5	1	1	1	2237	1
public/auto/payment-processing-fees-too-high-dental-north-county.html	5	1	1	1	2282	1
public/auto/ai-automation-replacing-staff-retail-california.html	5	1	1	1	2237	1
public/auto/ai-automation-replacing-staff-construction-north-county.html	5	1	1	1	2244	1
public/auto/google-ads-stopped-working-landscaping-san-diego.html	5	1	1	1	2237	1
public/auto/google-ads-stopped-working-salons-california.html	5	1	1	1	2237	1
public/auto/stripe-fees-increasing-plumbing-north-county.html	5	1	1	1	2244	1
public/auto/chargeback-prevention-tools.html	5	1	1	1	2303	1
public/auto/lead-generation-dropping-agencies-california.html	5	1	1	1	2237	1
public/auto/stripe-fees-increasing-contractors-california.html	5	1	1	1	2244	1
public/auto/google-ads-stopped-working-landscaping-north-county.html	5	1	1	1	2232	1
public/auto/google-ads-stopped-working-hvac-california.html	5	1	1	1	2237	1
public/auto/stripe-fees-increasing-property-management-california.html	5	1	1	1	2237	1
public/auto/ai-automation-replacing-staff-agencies-north-county.html	5	1	1	1	2244	1
public/auto/google-ads-stopped-working-plumbing-san-diego.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-dental-california.html	5	1	1	1	2232	1
public/auto/payment-processing-fees-too-high-salons-california.html	5	1	1	1	2273	1
public/auto/stripe-fees-increasing-real-estate-california.html	5	1	1	1	2237	1
public/auto/payment-processing-fees-too-high-construction-north-county.html	5	1	1	1	2283	1
public/auto/crm-migration-problems-construction-san-diego.html	5	1	1	1	2237	1
public/auto/lead-generation-dropping-plumbing-north-county.html	5	1	1	1	2244	1
public/auto/payment-processing-fees-too-high-hvac-california.html	5	1	1	1	2278	1
public/auto/ai-automation-replacing-staff-restaurants-san-diego.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-construction-north-county.html	5	1	1	1	2232	1
public/auto/ai-automation-replacing-staff-agencies-san-diego.html	5	1	1	1	2244	1
public/auto/crm-migration-problems-plumbing-san-diego.html	5	1	1	1	2237	1
public/auto/ai-automation-replacing-staff-plumbing-san-diego.html	5	1	1	1	2244	1
public/auto/stripe-fees-increasing-plumbing-california.html	5	1	1	1	2237	1
public/auto/stripe-fees-increasing-property-management-san-diego.html	5	1	1	1	2237	1
public/auto/payment-processing-fees-too-high-restaurants-north-county.html	5	1	1	1	2273	1
public/auto/stripe-fees-increasing-electricians-north-county.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-retail-north-county.html	5	1	1	1	2232	1
public/auto/google-ads-stopped-working-agencies-north-county.html	5	1	1	1	2244	1
public/auto/crm-migration-problems-electricians-north-county.html	5	1	1	1	2244	1
public/auto/stripe-fees-increasing-retail-north-county.html	5	1	1	1	2237	1
public/auto/lead-generation-dropping-retail-san-diego.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-contractors-north-county.html	5	1	1	1	2244	1
public/auto/payment-processing-fees-too-high-landscaping-north-county.html	5	1	1	1	2280	1
public/auto/ai-automation-replacing-staff-hvac-north-county.html	5	1	1	1	2232	1
public/auto/stripe-fees-increasing-plumbing-san-diego.html	5	1	1	1	2244	1
public/auto/payment-processing-fees-too-high-contractors-north-county.html	5	1	1	1	2275	1
public/auto/payment-processing-fees-too-high-landscaping-california.html	5	1	1	1	2276	1
public/auto/payment-processing-fees-too-high-real-estate-california.html	5	1	1	1	2287	1
public/auto/why-clarity-degrades-under-pressure.html	5	1	1	1	484	1
public/auto/stripe-fees-increasing-retail-san-diego.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-landscaping-california.html	5	1	1	1	2237	1
public/auto/payment-processing-fees-too-high-contractors-san-diego.html	5	1	1	1	2284	1
public/auto/who-do-i-call-for-website-help.html	5	1	1	1	566	1
public/auto/stripe-fees-increasing-contractors-san-diego.html	5	1	1	1	2237	1
public/auto/how-ai-creates-false-urgency.html	5	1	1	1	481	1
public/auto/ai-automation-replacing-staff-dental-california.html	5	1	1	1	2232	1
public/auto/crm-migration-problems-plumbing-california.html	5	1	1	1	2237	1
public/auto/how-to-lower-merchant-fees.html	5	1	1	1	2305	1
public/auto/crm-migration-problems-retail-san-diego.html	5	1	1	1	2237	1
public/auto/should-you-act-after-a-cyber-alert.html	5	1	1	1	501	1
public/auto/stripe-fees-increasing-salons-san-diego.html	5	1	1	1	2237	1
public/auto/payment-processing-fees-too-high-roofing-san-diego.html	5	1	1	1	2275	1
public/auto/stripe-fees-increasing-electricians-san-diego.html	5	1	1	1	2237	1
public/auto/payment-processing-fees-too-high-salons-san-diego.html	5	1	1	1	2276	1
public/auto/ai-automation-replacing-staff-property-management-california.html	5	1	1	1	2244	1
public/auto/crm-migration-problems-restaurants-north-county.html	5	1	1	1	2232	1
public/auto/ai-automation-replacing-staff-electricians-north-county.html	5	1	1	1	2232	1
public/auto/stripe-fees-increasing-roofing-california.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-agencies-san-diego.html	5	1	1	1	2232	1
public/auto/stripe-fees-increasing-real-estate-san-diego.html	5	1	1	1	2237	1
public/auto/lead-generation-dropping-hvac-north-county.html	5	1	1	1	2232	1
public/auto/ai-automation-replacing-staff-contractors-california.html	5	1	1	1	2244	1
public/auto/who-do-i-call-for-ai-confusion.html	5	1	1	1	556	1
public/auto/ai-automation-replacing-staff-hvac-san-diego.html	5	1	1	1	2244	1
public/auto/google-ads-stopped-working-property-management-north-county.html	5	1	1	1	2237	1
public/auto/google-ads-stopped-working-contractors-north-county.html	5	1	1	1	2244	1
public/auto/google-ads-stopped-working-salons-san-diego.html	5	1	1	1	2237	1
public/auto/how-ai-answers-should-be-interpreted.html	5	1	1	1	474	1
public/auto/stripe-fees-increasing-electricians-california.html	5	1	1	1	2232	1
public/auto/stripe-fees-increasing-landscaping-north-county.html	5	1	1	1	2237	1
public/auto/best-ai-tools-for-contractors.html	5	1	1	1	2277	1
public/auto/payment-processing-fees-too-high-property-management-north-county.html	5	1	1	1	2278	1
public/auto/stripe-fees-increasing-property-management-north-county.html	5	1	1	1	2232	1
public/auto/google-ads-stopped-working-electricians-california.html	5	1	1	1	2244	1
public/auto/payment-processing-fees-too-high-plumbing-san-diego.html	5	1	1	1	2273	1
public/auto/lead-generation-dropping-agencies-north-county.html	5	1	1	1	2237	1
public/auto/when-doing-nothing-prevents-loss.html	5	1	1	1	479	1
public/auto/crm-migration-problems-landscaping-north-county.html	5	1	1	1	2237	1
public/auto/lead-generation-dropping-hvac-san-diego.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-real-estate-north-county.html	5	1	1	1	2244	1
public/auto/payment-processing-fees-too-high-real-estate-north-county.html	5	1	1	1	2282	1
public/auto/payment-processing-fees-too-high-dental-california.html	5	1	1	1	2278	1
public/auto/payment-processing-fees-too-high-restaurants-california.html	5	1	1	1	2286	1
public/auto/google-ads-stopped-working-agencies-san-diego.html	5	1	1	1	2244	1
public/auto/stripe-fees-increasing-hvac-california.html	5	1	1	1	2276	1
public/auto/crm-migration-problems-salons-north-county.html	5	1	1	1	2244	1
public/auto/ai-automation-replacing-staff-salons-san-diego.html	5	1	1	1	2237	1
public/auto/lead-generation-dropping-agencies-san-diego.html	5	1	1	1	2237	1
public/auto/payment-processing-fees-too-high-retail-north-county.html	5	1	1	1	2286	1
public/auto/ai-automation-replacing-staff-restaurants-north-county.html	5	1	1	1	2237	1
public/auto/ai-automation-replacing-staff-construction-san-diego.html	5	1	1	1	2244	1
public/auto/lead-generation-dropping-restaurants-san-diego.html	5	1	1	1	2237	1
public/auto/google-ads-stopped-working-plumbing-california.html	5	1	1	1	2244	1
public/auto/payment-processing-fees-too-high-roofing-north-county.html	5	1	1	1	2278	1
public/auto/google-ads-stopped-working-roofing-north-county.html	5	1	1	1	2237	1
public/auto/payment-processing-fees-too-high-auto-repair-san-diego.html	5	1	1	1	2273	1
public/auto/lead-generation-dropping-real-estate-california.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-roofing-california.html	5	1	1	1	2232	1
public/auto/google-ads-stopped-working-retail-north-county.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-contractors-california.html	5	1	1	1	2237	1
public/auto/ai-automation-replacing-staff-property-management-north-county.html	5	1	1	1	2232	1
public/auto/lead-generation-dropping-retail-california.html	5	1	1	1	2232	1
public/auto/google-ads-stopped-working-restaurants-north-county.html	5	1	1	1	2244	1
public/auto/crm-migration-problems-auto-repair-north-county.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-hvac-north-county.html	5	1	1	1	2237	1
public/auto/reduce-payment-processing-fees.html	5	1	1	1	2309	1
public/auto/google-ads-stopped-working-roofing-san-diego.html	5	1	1	1	2237	1
public/auto/payment-processing-fees-too-high-hvac-north-county.html	5	1	1	1	2274	1
public/auto/crm-migration-problems-property-management-north-county.html	5	1	1	1	2237	1
public/auto/crm-migration-problems-property-management-san-diego.html	5	1	1	1	2232	1
public/auto/ai-automation-replacing-staff-real-estate-california.html	5	1	1	1	2232	1
